plant,insect
"Malus domestica","Andrena distinguenda"
"Malus domestica","Andrena dorsata"
"Malus domestica","Andrena duningi"
"Malus domestica","Andrena dunningi"
"Malus domestica","Andrena erythrogaster"
"Malus domestica","Andrena erythronii"
"Malus domestica","Andrena exigua"
"Malus domestica","Andrena ferrugineicrus"
"Malus domestica","Andrena flavilabris"
"Malus domestica","Andrena flavipes"
"Malus domestica","Andrena florea"
"Malus domestica","Andrena florentina"
"Malus domestica","Andrena forbesii"
"Malus domestica","Andrena frigida"
"Malus domestica","Andrena fucata"
"Malus domestica","Andrena fulva"
"Malus domestica","Andrena fuscosa"
"Malus domestica","Andrena gravida"
"Malus domestica","Andrena haemorrhoa"
"Malus domestica","Andrena helvola"
"Malus domestica","Andrena hesperia"
"Malus domestica","Andrena hippotes"
"Malus domestica","Andrena humilis"
"Malus domestica","Andrena illini"
"Malus domestica","Andrena imitatrix"
"Malus domestica","Andrena impunctata"
"Malus domestica","Andrena jacobi"
"Malus domestica","Andrena kalmiae"
"Malus domestica","Andrena kamarti"
"Malus domestica","Andrena labiata"
"Malus domestica","Andrena lagopus"
"Malus domestica","Andrena lapponica"
"Malus domestica","Andrena lathyri"
"Malus domestica","Andrena lepida"
"Malus domestica","Andrena limata"
"Malus domestica","Andrena livens"
"Malus domestica","Andrena longibarbis"
"Malus domestica","Andrena mandibularis"
"Malus domestica","Andrena mariae"
"Malus domestica","Andrena milwaukeensis"
"Malus domestica","Andrena minutula"
"Malus domestica","Andrena miranda"
"Malus domestica","Andrena miserabilis"
"Malus domestica","Andrena morio"
"Malus domestica","Andrena morrisonella"
"Malus domestica","Andrena nasonii"
"Malus domestica","Andrena nigrae"
"Malus domestica","Andrena nigroaenea"
"Malus domestica","Andrena nigroolivacea"
"Malus domestica","Andrena nitida"
"Malus domestica","Andrena nivalis"
"Malus domestica","Andrena nuda"
"Malus domestica","Andrena ovatula"
"Malus domestica","Andrena panurgina"
"Malus domestica","Andrena perplexa"
"Malus domestica","Andrena petrosa"
"Malus domestica","Andrena pilipes"
"Malus domestica","Andrena platyparia"
"Malus domestica","Andrena propinqua"
"Malus domestica","Andrena pruni"
"Malus domestica","Andrena regularis"
"Malus domestica","Andrena rhenana"
"Malus domestica","Andrena robertsonii"
"Malus domestica","Andrena rufosignata"
"Malus domestica","Andrena rufula"
"Malus domestica","Andrena rugosa"
"Malus domestica","Andrena scotica"
"Malus domestica","Andrena semilaevis"
"Malus domestica","Andrena senecionis"
"Malus domestica","Andrena similis"
"Malus domestica","Andrena sp."
"Malus domestica","Andrena sp. 1"
"Malus domestica","Andrena spolata"
"Malus domestica","Andrena subopaca"
"Malus domestica","Andrena tebessana"
"Malus domestica","Andrena tenuistriata"
"Malus domestica","Andrena thoracica"
"Malus domestica","Andrena tridens"
"Malus domestica","Andrena trimmerana"
"Malus domestica","Andrena tumulorum"
"Malus domestica","Andrena vaga"
"Malus domestica","Andrena varians"
"Malus domestica","Andrena verticalis"
"Malus domestica","Andrena vicina"
"Malus domestica","Andrena villipes"
"Malus domestica","Andrena w-scripta"
"Malus domestica","Andrena wilkella"
"Malus domestica","Andrena.carantonica"
"Malus domestica","Andrena.cineraria"
"Malus domestica","Andrena.dorsata"
"Malus domestica","Andrena.flavipes"
"Malus domestica","Andrena.gravida"
"Malus domestica","Andrena.haemorrhoa"
"Malus domestica","Andrena.nigroaenea"
"Malus domestica","Andrena.nitida"
"Malus domestica","Andrena.subopaca"
"Malus domestica","Andrena_ bicolor"
"Malus domestica","Andrena_ bimaculata"
"Malus domestica","Andrena_ carantonica"
"Malus domestica","Andrena_ cf. fulva"
"Malus domestica","Andrena_ cf. minutula"
"Malus domestica","Andrena_ chrysosceles"
"Malus domestica","Andrena_ cineraria"
"Malus domestica","Andrena_ dorsata"
"Malus domestica","Andrena_ flavipes"
"Malus domestica","Andrena_ fulva"
"Malus domestica","Andrena_ haemorrhoa"
"Malus domestica","Andrena_ helvola"
"Malus domestica","Andrena_ minutula-groep"
"Malus domestica","Andrena_ nitida"
"Malus domestica","Andrena_ varians"
"Malus domestica","Andrena_barbara"
"Malus domestica","Andrena_barbilabris"
"Malus domestica","Andrena_bisalicis"
"Malus domestica","Andrena_carantonica"
"Malus domestica","Andrena_carlini"
"Malus domestica","Andrena_chrysosceles"
"Malus domestica","Andrena_cineraria"
"Malus domestica","Andrena_dorsata"
"Malus domestica","Andrena_dunningi"
"Malus domestica","Andrena_erythronii"
"Malus domestica","Andrena_flavipes"
"Malus domestica","Andrena_forbesii"
"Malus domestica","Andrena_fulva"
"Malus domestica","Andrena_haemorrhoa"
"Malus domestica","Andrena_hippotes"
"Malus domestica","Andrena_imitatrix"
"Malus domestica","Andrena_mandibularis"
"Malus domestica","Andrena_minutula_aggregate"
"Malus domestica","Andrena_miserabilis"
"Malus domestica","Andrena_morrisonella"
"Malus domestica","Andrena_nasonii"
"Malus domestica","Andrena_nitida"
"Malus domestica","Andrena_nuda"
"Malus domestica","Andrena_perplexa"
"Malus domestica","Andrena_pruni"
"Malus domestica","Andrena_rugosa"
"Malus domestica","Andrena_sp."
"Malus domestica","Andrena_vicina"
"Malus domestica","Anoplius nigerrimus"
"Malus domestica","Anthophora aestivalis"
"Malus domestica","Anthophora atroalba"
"Malus domestica","Anthophora plumipes"
"Malus domestica","Anthophora punctilabris"
"Malus domestica","Anthophora_ plumipes"
"Malus domestica","Anthophora_plumipes"
"Malus domestica","Anthopila_1"
"Malus domestica","Ants: Formica rufa"
"Malus domestica","Apis mellifera"
"Malus domestica","Apis.mellifera"
"Malus domestica","Apis_ mellifera"
"Malus domestica","Apis_mellifera"
"Malus domestica","Augochlora pura"
"Malus domestica","Augochlorella aurata"
"Malus domestica","Augochlorella metallica"
"Malus domestica","Augochlorella pura"
"Malus domestica","Beetle"
"Malus domestica","Bombus auricomus"
"Malus domestica","Bombus bimaculatus"
"Malus domestica","Bombus fervidus"
"Malus domestica","Bombus griseocollis"
"Malus domestica","Bombus hortorum"
"Malus domestica","Bombus humilis"
"Malus domestica","Bombus hypnorum"
"Malus domestica","Bombus impatiens"
"Malus domestica","Bombus lapidarius"
"Malus domestica","Bombus lucorum"
"Malus domestica","Bombus lucorum agg"
"Malus domestica","Bombus pascuorum"
"Malus domestica","Bombus perplexus"
"Malus domestica","Bombus pratorum"
"Malus domestica","Bombus ruderarius"
"Malus domestica","Bombus ruderatus"
"Malus domestica","Bombus sandersoni"
"Malus domestica","Bombus sp."
"Malus domestica","Bombus spp. unknown or unidentified"
"Malus domestica","Bombus sylvarum"
"Malus domestica","Bombus sylvestris"
"Malus domestica","Bombus terrestris"
"Malus domestica","Bombus terrestris agg."
"Malus domestica","Bombus terrestris or lucorum"
"Malus domestica","Bombus terrestris_agg."
"Malus domestica","Bombus terricola"
"Malus domestica","Bombus vagans"
"Malus domestica","Bombus vestalis"
"Malus domestica","Bombus.hortorum"
"Malus domestica","Bombus.hypnorum"
"Malus domestica","Bombus.lapidarius"
"Malus domestica","Bombus.pascuorum"
"Malus domestica","Bombus.pratorum"
"Malus domestica","Bombus.terrestris"
"Malus domestica","Bombus_ hortorum"
"Malus domestica","Bombus_ hypnorum"
"Malus domestica","Bombus_ lapidarius"
"Malus domestica","Bombus_ pascuorum"
"Malus domestica","Bombus_ pratorum"
"Malus domestica","Bombus_ terrestris"
"Malus domestica","Bombus_ terrestris-complex"
"Malus domestica","Bombus_ terrestris/lucorum"
"Malus domestica","Bombus_1"
"Malus domestica","Bombus_2"
"Malus domestica","Bombus_bimaculatus"
"Malus domestica","Bombus_bohemicus"
"Malus domestica","Bombus_hortorum"
"Malus domestica","Bombus_hypnorum"
"Malus domestica","Bombus_impatiens"
"Malus domestica","Bombus_jonellus"
"Malus domestica","Bombus_lapidarius"
"Malus domestica","Bombus_lucorum"
"Malus domestica","Bombus_lucorum_terrestris"
"Malus domestica","Bombus_pascuorum"
"Malus domestica","Bombus_perplexus"
"Malus domestica","Bombus_pratorum"
"Malus domestica","Bombus_ruderarius"
"Malus domestica","Bombus_spp."
"Malus domestica","Bombus_terrestris"
"Malus domestica","Bombylius sp"
"Malus domestica","Brachycera (inc cyclorrhapha in OSR)"
"Malus domestica","Brachycera spp."
"Malus domestica","Butterfly"
"Malus domestica","Calliphoridae"
"Malus domestica","Candrena cressonii"
"Malus domestica","Cantharidae"
"Malus domestica","Ceratina calcarata"
"Malus domestica","Ceratina cucurbitina"
"Malus domestica","Ceratina dupla"
"Malus domestica","Ceratina mikmaqi"
"Malus domestica","Ceratina_calcarata"
"Malus domestica","Certina calcarata"
"Malus domestica","Cheilosia_bergenstammi"
"Malus domestica","Cheilosia_pagana"
"Malus domestica","Cheilosia_vernalis"
"Malus domestica","Chelostoma emarginatum"
"Malus domestica","Chelostoma florisomne"
"Malus domestica","Chrysopidae spp."
"Malus domestica","Chrysotoxum_arcuatum"
"Malus domestica","Chrysotoxum_fasciolatum"
"Malus domestica","Click beetle"
"Malus domestica","Coleoptera"
"Malus domestica","Coleoptera unknown or unidentified"
"Malus domestica","Colletes acutus"
"Malus domestica","Colletes cunicularius"
"Malus domestica","Colletes inaequalis"
"Malus domestica","Colletes succinctus"
"Malus domestica","Colletes_inaequalls"
"Malus domestica","Crane flies"
"Malus domestica","Cyclorrhapha"
"Malus domestica","Dasysyrphus_ albostriatus"
"Malus domestica","Dasysyrphus_hilaris"
"Malus domestica","Dialictus sp2"
"Malus domestica","Diptera"
"Malus domestica","Diptera unknown or unidentified"
"Malus domestica","Empididae_spp."
"Malus domestica","Empis sp."
"Malus domestica","Epistrophe_ nitidicollis"
"Malus domestica","Epistrophe_eligans"
"Malus domestica","Epistrophe_nitidicollis"
"Malus domestica","Epistrophe_sp."
"Malus domestica","Epistrophella_euchroma"
"Malus domestica","Episyrphus balteatus"
"Malus domestica","Episyrphus_ balteatus"
"Malus domestica","Episyrphus_balteatus"
"Malus domestica","Eristalis"
"Malus domestica","Eristalis arbustorum"
"Malus domestica","Eristalis interrupta"
"Malus domestica","Eristalis intricarius"
"Malus domestica","Eristalis nemorum"
"Malus domestica","Eristalis pertinax"
"Malus domestica","Eristalis similis"
"Malus domestica","Eristalis spp."
"Malus domestica","Eristalis tenax"
"Malus domestica","Eristalis_ arbustorum"
"Malus domestica","Eristalis_ horticola"
"Malus domestica","Eristalis_ intricaria"
"Malus domestica","Eristalis_ nemorum"
"Malus domestica","Eristalis_ pertinax"
"Malus domestica","Eristalis_ similis"
"Malus domestica","Eristalis_ spec."
"Malus domestica","Eristalis_ tenax"
"Malus domestica","Eristalis_arbustorum"
"Malus domestica","Eristalis_horticola"
"Malus domestica","Eristalis_interrupta"
"Malus domestica","Eristalis_nemorum"
"Malus domestica","Eristalis_pertinax"
"Malus domestica","Eristalis_pratorum"
"Malus domestica","Eristalis_sp."
"Malus domestica","Eristalis_tenax"
"Malus domestica","Eucera collaris"
"Malus domestica","Eucera elongatula"
"Malus domestica","Eucera longicornis"
"Malus domestica","Eucera nigrescens"
"Malus domestica","Eucera nigrilabris"
"Malus domestica","Eucera notata"
"Malus domestica","Eucera sp."
"Malus domestica","Eupeodes corollae"
"Malus domestica","Eupeodes_ cf. corollae"
"Malus domestica","Eupeodes_ lapponicus"
"Malus domestica","Eupeodes_ luniger"
"Malus domestica","Eupeodes_ spec."
"Malus domestica","Eupeodes_corollae"
"Malus domestica","Eupeodes_luniger"
"Malus domestica","Exomalopsis analis...61"
"Malus domestica","Flesh flies"
"Malus domestica","Formicidae"
"Malus domestica","Geotrigona sp"
"Malus domestica","Geotrigona subterranea"
"Malus domestica","Ground beetle"
"Malus domestica","Halictidae"
"Malus domestica","Halictidae morpho 1"
"Malus domestica","Halictidae morpho 10"
"Malus domestica","Halictidae morpho 4"
"Malus domestica","Halictidae morpho 8"
"Malus domestica","Halictus (Seladonia) sp."
"Malus domestica","Halictus confusus"
"Malus domestica","Halictus crenicornis"
"Malus domestica","Halictus fulvipes"
"Malus domestica","Halictus ligatus"
"Malus domestica","Halictus rubicundus"
"Malus domestica","Halictus scabiosae"
"Malus domestica","Halictus tumulorum"
"Malus domestica","Halictus/Lasioglossum_ spec."
"Malus domestica","Halictus_tumulorum"
"Malus domestica","Helophilus"
"Malus domestica","Helophilus hybridus"
"Malus domestica","Helophilus pendulus"
"Malus domestica","Helophilus trivittatus"
"Malus domestica","Helophilus_ pendulus"
"Malus domestica","Helophilus_ spec."
"Malus domestica","Helophilus_ trivittatus"
"Malus domestica","Helophilus_pendulus"
"Malus domestica","Hemiptera"
"Malus domestica","Hemiptera unknown or unidentified"
"Malus domestica","Heriades truncorum"
"Malus domestica","Heringia_ vitripennis"
"Malus domestica","Honeybees"
"Malus domestica","Hoplitis papaveris"
"Malus domestica","Hoverfly"
"Malus domestica","Hoverfly unknown or unidentified"
"Malus domestica","Hymenoptera"
"Malus domestica","Ladybirds"
"Malus domestica","Ladybug"
"Malus domestica","Lasioglossum admirandum"
"Malus domestica","Lasioglossum albipenne"
"Malus domestica","Lasioglossum albipes"
"Malus domestica","Lasioglossum albocinctum"
"Malus domestica","Lasioglossum algericolellum"
"Malus domestica","Lasioglossum anomalum"
"Malus domestica","Lasioglossum articulare"
"Malus domestica","Lasioglossum atwoodi"
"Malus domestica","Lasioglossum bruneri"
"Malus domestica","Lasioglossum calceatum"
"Malus domestica","Lasioglossum capitale"
"Malus domestica","Lasioglossum cf fulvicorne"
"Malus domestica","Lasioglossum cinctipes"
"Malus domestica","Lasioglossum coeruleum"
"Malus domestica","Lasioglossum collopiense"
"Malus domestica","Lasioglossum coriaceum"
"Malus domestica","Lasioglossum cressonii"
"Malus domestica","Lasioglossum ephialtum"
"Malus domestica","Lasioglossum ephialtum complex spp"
"Malus domestica","Lasioglossum foxii"
"Malus domestica","Lasioglossum fulvicorne"
"Malus domestica","Lasioglossum glabriusculum"
"Malus domestica","Lasioglossum grisellinum"
"Malus domestica","Lasioglossum griseolum"
"Malus domestica","Lasioglossum heterognathum"
"Malus domestica","Lasioglossum hitchensi"
"Malus domestica","Lasioglossum illinoense"
"Malus domestica","Lasioglossum imitatum"
"Malus domestica","Lasioglossum interruptum"
"Malus domestica","Lasioglossum laevissimum"
"Malus domestica","Lasioglossum laticeps"
"Malus domestica","Lasioglossum lativentre"
"Malus domestica","Lasioglossum leucopus"
"Malus domestica","Lasioglossum leucozonium"
"Malus domestica","Lasioglossum limbellum"
"Malus domestica","Lasioglossum lineatulum"
"Malus domestica","Lasioglossum littorale"
"Malus domestica","Lasioglossum lucidulum"
"Malus domestica","Lasioglossum malachurum"
"Malus domestica","Lasioglossum mediterraneum"
"Malus domestica","Lasioglossum minutissimum"
"Malus domestica","Lasioglossum minutula"
"Malus domestica","Lasioglossum mitchelli"
"Malus domestica","Lasioglossum morio"
"Malus domestica","Lasioglossum musculum"
"Malus domestica","Lasioglossum nigroviridae"
"Malus domestica","Lasioglossum nigroviride"
"Malus domestica","Lasioglossum nitidiusculum"
"Malus domestica","Lasioglossum nympaearum"
"Malus domestica","Lasioglossum obscurum"
"Malus domestica","Lasioglossum oceanicum"
"Malus domestica","Lasioglossum pallens"
"Malus domestica","Lasioglossum paradmirandum"
"Malus domestica","Lasioglossum paraforbesii"
"Malus domestica","Lasioglossum paramirandum"
"Malus domestica","Lasioglossum parvulum"
"Malus domestica","Lasioglossum pauperatum"
"Malus domestica","Lasioglossum pauxillum"
"Malus domestica","Lasioglossum pectorale"
"Malus domestica","Lasioglossum perpunctatum"
"Malus domestica","Lasioglossum pilosum"
"Malus domestica","Lasioglossum planatum"
"Malus domestica","Lasioglossum platyparium"
"Malus domestica","Lasioglossum politum"
"Malus domestica","Lasioglossum pseudoplanulum"
"Malus domestica","Lasioglossum punctatissimum"
"Malus domestica","Lasioglossum puncticolle"
"Malus domestica","Lasioglossum quebecense"
"Malus domestica","Lasioglossum rohweri"
"Malus domestica","Lasioglossum smeathmanellum"
"Malus domestica","Lasioglossum smilacinae"
"Malus domestica","Lasioglossum sp."
"Malus domestica","Lasioglossum sp1"
"Malus domestica","Lasioglossum sphecodimorphum"
"Malus domestica","Lasioglossum subhirtum"
"Malus domestica","Lasioglossum subviridatum"
"Malus domestica","Lasioglossum tegulare"
"Malus domestica","Lasioglossum transitorium"
"Malus domestica","Lasioglossum tricinctum"
"Malus domestica","Lasioglossum truncatum"
"Malus domestica","Lasioglossum versans"
"Malus domestica","Lasioglossum versatum"
"Malus domestica","Lasioglossum villosulum"
"Malus domestica","Lasioglossum weemsi"
"Malus domestica","Lasioglossum xanthopus"
"Malus domestica","Lasioglossum zephyrum"
"Malus domestica","Lasioglossum zonulum"
"Malus domestica","Lasioglossum_ albipes/calceatum"
"Malus domestica","Lasioglossum_ malachurum"
"Malus domestica","Lasioglossum_ spec."
"Malus domestica","Lasioglossum_calceatum"
"Malus domestica","Lasioglossum_foxii"
"Malus domestica","Lasioglossum_malachurum"
"Malus domestica","Lasioglossum_quebecense"
"Malus domestica","Lasioglossum_versatum"
"Malus domestica","Lasioglossum_weemsi"
"Malus domestica","Lepidoptera"
"Malus domestica","Lepidopterans"
"Malus domestica","Leucozona_lucorum"
"Malus domestica","Megachile centuncularis"
"Malus domestica","Melanogaster_ hirtella"
"Malus domestica","Melanogaster_hirtella"
"Malus domestica","Melanogaster_sp."
"Malus domestica","Melanostoma dubium"
"Malus domestica","Melanostoma mellinum"
"Malus domestica","Melanostoma millinum"
"Malus domestica","Melanostoma scalare"
"Malus domestica","Melanostoma_ mellinum"
"Malus domestica","Melanostoma_ scalare"
"Malus domestica","Melanostoma_ spec."
"Malus domestica","Melanostoma_mellinum"
"Malus domestica","Melecta albifrons"
"Malus domestica","Melecta luctuosa"
"Malus domestica","Melipona quadrifasciata anthidioides"
"Malus domestica","Meliscaeva auricollis"
"Malus domestica","Meliscaeva_cinctella"
"Malus domestica","Mesembrina sp1"
"Malus domestica","Mirid Bug"
"Malus domestica","Muscidae"
"Malus domestica","Muscomorpha_1"
"Malus domestica","Muscomorpha_2"
"Malus domestica","Muscomorpha_3"
"Malus domestica","Muscomorpha_4"
"Malus domestica","Muscomorpha_5"
"Malus domestica","Nematocera"
"Malus domestica","Neocnemodon_ vitripennis"
"Malus domestica","Neomyia cornicina"
"Malus domestica","Nomada"
"Malus domestica","Nomada agrestis"
"Malus domestica","Nomada basalis"
"Malus domestica","Nomada cressonii"
"Malus domestica","Nomada duplex"
"Malus domestica","Nomada fabriciana"
"Malus domestica","Nomada flava"
"Malus domestica","Nomada flavoguttata"
"Malus domestica","Nomada fucata"
"Malus domestica","Nomada fulvicornis"
"Malus domestica","Nomada goodeniana"
"Malus domestica","Nomada gracilis"
"Malus domestica","Nomada lathburiana"
"Malus domestica","Nomada marshamella"
"Malus domestica","Nomada ovata"
"Malus domestica","Nomada pygmaea"
"Malus domestica","Nomada ruficornis"
"Malus domestica","Nomada sayi"
"Malus domestica","Nomada sexfasciata"
"Malus domestica","Nomada succincta"
"Malus domestica","Nomada succinta"
"Malus domestica","Nomada zonata"
"Malus domestica","Nomada.flava"
"Malus domestica","Nomada.panzeri"
"Malus domestica","Nomada_fabriciana"
"Malus domestica","Nomada_marshamella"
"Malus domestica","Oedemera sp."
"Malus domestica","Orthonevra_geniculata"
"Malus domestica","Osmia atriventris"
"Malus domestica","Osmia aurulenta"
"Malus domestica","Osmia bicornis"
"Malus domestica","Osmia bucephala"
"Malus domestica","Osmia caerulescens"
"Malus domestica","Osmia cinnabarina"
"Malus domestica","Osmia conjuncta"
"Malus domestica","Osmia cornifrons"
"Malus domestica","Osmia cornuta"
"Malus domestica","Osmia latreillei"
"Malus domestica","Osmia leaiana"
"Malus domestica","Osmia lignaria"
"Malus domestica","Osmia niveata"
"Malus domestica","Osmia pumila"
"Malus domestica","Osmia rufa"
"Malus domestica","Osmia rufohirta"
"Malus domestica","Osmia sp."
"Malus domestica","Osmia taurus"
"Malus domestica","Osmia tricornis"
"Malus domestica","Osmia.bicornis"
"Malus domestica","Osmia.cornuta"
"Malus domestica","Osmia_ bicornis"
"Malus domestica","Osmia_ rufa"
"Malus domestica","Osmia_bicornis"
"Malus domestica","Osmia_cornifrons"
"Malus domestica","Osmia_lignaria"
"Malus domestica","Osmia_rufa"
"Malus domestica","Other Coleoptera (>3mm)"
"Malus domestica","Other Diptera (>3mm)"
"Malus domestica","Other Hemiptera (>3mm)"
"Malus domestica","Other coleopterans"
"Malus domestica","Other dipterans"
"Malus domestica","Other_Diptera_spp."
"Malus domestica","Other_spp."
"Malus domestica","Others"
"Malus domestica","Oxythyrea funesta"
"Malus domestica","Panorpa sp"
"Malus domestica","Parasitoide"
"Malus domestica","Parasitoids"
"Malus domestica","Parasyrphus punctulatus"
"Malus domestica","Parasyrphus_lineolus"
"Malus domestica","Parasyrphus_sp"
"Malus domestica","Parasyrphus_vittiger"
"Malus domestica","Pemphredon inornata"
"Malus domestica","Pemphredon lethifer"
"Malus domestica","Pipiza_ noctiluca"
"Malus domestica","Pipizella_ viduata"
"Malus domestica","Pipizella_viduata"
"Malus domestica","Platycheirus albimanus"
"Malus domestica","Platycheirus clypeatus"
"Malus domestica","Platycheirus sp."
"Malus domestica","Platycheirus/Melanostoma_ spec."
"Malus domestica","Platycheirus_ albimanus"
"Malus domestica","Platycheirus_ ambiguus"
"Malus domestica","Platycheirus_ cf. scutatus"
"Malus domestica","Platycheirus_ peltatus"
"Malus domestica","Platycheirus_ scutatus"
"Malus domestica","Platycheirus_albimanus"
"Malus domestica","Platycheirus_angustatus"
"Malus domestica","Platycheirus_clypeatus"
"Malus domestica","Platycheirus_jaerensis"
"Malus domestica","Platycheirus_nielseni_"
"Malus domestica","Platycheirus_scutatus"
"Malus domestica","Platycheirus_sp."
"Malus domestica","Playcheirus_ spec."
"Malus domestica","Plecoptera spp."
"Malus domestica","Polybia"
"Malus domestica","Rhagonycha fulva"
"Malus domestica","Rhingia campestris"
"Malus domestica","Rhingia_ campestris"
"Malus domestica","Rhingia_campestris"
"Malus domestica","Rhodanthidium sticticum"
"Malus domestica","Rove beetle"
"Malus domestica","Sarcophaga sp."
"Malus domestica","Saw flies"
"Malus domestica","Scathophaga sp1"
"Malus domestica","Seladonia gemmea"
"Malus domestica","Seladonia smaragdula"
"Malus domestica","Seladonia tumulora"
"Malus domestica","Seladonia tumulorum"
"Malus domestica","Shield Bugs"
"Malus domestica","Solitary bee unknown or unidentified"
"Malus domestica","Solitary_bee_spp."
"Malus domestica","Sphaerophoria scripta"
"Malus domestica","Sphaerophoria sp."
"Malus domestica","Sphaerophoria_interrupta"
"Malus domestica","Sphaerophoria_sp."
"Malus domestica","Sphecode cressonii"
"Malus domestica","Sphecodes albilabris"
"Malus domestica","Sphecodes confertus"
"Malus domestica","Sphecodes dichrous"
"Malus domestica","Sphecodes ephippius"
"Malus domestica","Sphecodes gibbus"
"Malus domestica","Sphecodes monilicornis"
"Malus domestica","Sphecodes niger"
"Malus domestica","Sphecodes pellucidus"
"Malus domestica","Sphecodes ruficrus"
"Malus domestica","Sphecodes sp1"
"Malus domestica","Spider"
"Malus domestica","Stevenia deceptoria"
"Malus domestica","Stilt bug"
"Malus domestica","Symphita"
"Malus domestica","Syritta_ pipiens"
"Malus domestica","Syrphidae"
"Malus domestica","Syrphidae_1"
"Malus domestica","Syrphidae_2"
"Malus domestica","Syrphidae_sp."
"Malus domestica","Syrphidae_spp."
"Malus domestica","Syrphus ribesii"
"Malus domestica","Syrphus vitripennis"
"Malus domestica","Syrphus_ ribesii"
"Malus domestica","Syrphus_ spec."
"Malus domestica","Syrphus_ vitripennis"
"Malus domestica","Syrphus_ribesii"
"Malus domestica","Syrphus_ribestri"
"Malus domestica","Syrphus_torvus"
"Malus domestica","Syrphus_vitripennis"
"Malus domestica","Tatochila"
"Malus domestica","Tenthredo koehleri"
"Malus domestica","Tipula sp1"
"Malus domestica","Tricogena rubricosa"
"Malus domestica","Trigona spinipes"
"Malus domestica","Trigona spp.."
"Malus domestica","Tropidia_scita"
"Malus domestica","Tropinota squalida"
"Malus domestica","Vanessa atalanta"
"Malus domestica","Vespidae_spp."
"Malus domestica","Vespula sp1"
"Malus domestica","Vestitohalictus pici"
"Malus domestica","Volucella bombylans"
"Malus domestica","Volucella sp."
"Malus domestica","Wasp"
"Malus domestica","Weevil"
"Malus domestica","Wild bee"
"Malus domestica","Wild bees"
"Malus domestica","Xanthandrus comtus"
"Malus domestica","Xylocopa"
"Malus domestica","Xylocopa violacea"
"Malus domestica","Xylocopa virginica"
"Malus domestica","Xylocopa.sp."
"Malus domestica","Xylota_ segnis"
"Malus domestica","Xylota_segnis"
"Malus domestica","Zophomyia temula"
"Malus domestica","anthophora plumipes"
"Malus domestica","spider"
"Mangifera indica","Allobacha sp."
"Mangifera indica","Allograpta sp."
"Mangifera indica","Anoplolepis_sp_2_"
"Mangifera indica","Apionidae_sp1"
"Mangifera indica","Apis cerana"
"Mangifera indica","Apis mellifera"
"Mangifera indica","Apis_mellifera"
"Mangifera indica","Arctiidae sp 1"
"Mangifera indica","Bee sp1"
"Mangifera indica","Bee sp2"
"Mangifera indica","Belanogaster_sp_"
"Mangifera indica","Betassyrphus adligatus"
"Mangifera indica","Braconidae_sp"
"Mangifera indica","Bruchidius_sp__2"
"Mangifera indica","Bruchidius_sp__near_mendosus__Gyllenhal_"
"Mangifera indica","Caliophoridae_sp1"
"Mangifera indica","Caliophoridae_sp2"
"Mangifera indica","Caliophoridae_sp3"
"Mangifera indica","Calliphora augur"
"Mangifera indica","Calliphoridae sp."
"Mangifera indica","Camponotus_sp_1__"
"Mangifera indica","Cantharidae spp"
"Mangifera indica","Ceratina sp. (Ceratina lunata Friese or Ceratina moerenhouti Vachal)"
"Mangifera indica","Ceratina.sp...inc._labrosa_Friese."
"Mangifera indica","Chalcidoidea_sp_"
"Mangifera indica","Chironomidae sp."
"Mangifera indica","Chrysidae"
"Mangifera indica","Chrysididae sp 1"
"Mangifera indica","Chrysomya sp"
"Mangifera indica","Chrysomya sp1"
"Mangifera indica","Coccinella sp 1"
"Mangifera indica","Coccinella sp 2"
"Mangifera indica","Coccinella sp1"
"Mangifera indica","Coccinella sp4"
"Mangifera indica","Coleoptera sp 1"
"Mangifera indica","Coleoptera sp1"
"Mangifera indica","Coleoptera sp10"
"Mangifera indica","Coleoptera sp11"
"Mangifera indica","Coleoptera sp12"
"Mangifera indica","Coleoptera sp2"
"Mangifera indica","Coleoptera sp3"
"Mangifera indica","Coleoptera sp4"
"Mangifera indica","Coleoptera sp5"
"Mangifera indica","Coleoptera sp6"
"Mangifera indica","Coleoptera sp7"
"Mangifera indica","Coleoptera sp8"
"Mangifera indica","Coleoptera sp9"
"Mangifera indica","Cratocentrus  sp"
"Mangifera indica","Culicidae sp1"
"Mangifera indica","Culicidae sp2"
"Mangifera indica","Culicidae sp3"
"Mangifera indica","Culicidae sp4"
"Mangifera indica","Curculionidae sp 1"
"Mangifera indica","Curculionidae sp 2"
"Mangifera indica","Diptera"
"Mangifera indica","Diptera sp 1"
"Mangifera indica","Diptera sp 2"
"Mangifera indica","Diptera sp 3"
"Mangifera indica","Diptera sp 4"
"Mangifera indica","Diptera sp 5"
"Mangifera indica","Diptera sp 6"
"Mangifera indica","Diptera sp 7"
"Mangifera indica","Diptera sp 8"
"Mangifera indica","Diptera sp 9"
"Mangifera indica","Diptera sp1"
"Mangifera indica","Diptera sp10"
"Mangifera indica","Diptera sp11"
"Mangifera indica","Diptera sp18"
"Mangifera indica","Diptera sp19"
"Mangifera indica","Diptera sp20"
"Mangifera indica","Diptera sp21"
"Mangifera indica","Diptera sp22"
"Mangifera indica","Diptera sp23"
"Mangifera indica","Diptera sp24"
"Mangifera indica","Diptera sp25"
"Mangifera indica","Diptera sp26"
"Mangifera indica","Diptera sp5"
"Mangifera indica","Diptera sp9"
